brand,years,mileage,transmission,price
Chevrolet,2007,209267,Automatic,5995
Genesis,2017,71436,Automatic,23199
Jaguar,2015,43873,Automatic,46500
Jaguar,1999,90397,Automatic,7500
Lexus,2011,68074,CVT,22995
INFINITI,2015,89106,Automatic,9995
BMW,2016,40587,Automatic,18197
GMC,2017,21223,Automatic,13999
Ford,2011,193101,Automatic,4700
Volvo,2019,14578,Automatic,53900
Buick,2006,203312,Automatic,1599
Buick,2008,203838,Automatic,2499
Lincoln,2009,186522,Automatic,3568
Ford,2003,24135,Automatic,16900
Lincoln,2014,96414,Automatic,10446
Cadillac,2015,115988,Automatic,32999
Mercury,2008,57296,Automatic,7994
Jeep,2017,71317,Automatic,28988
Dodge,2017,106677,Automatic,12500
Hummer,2006,168961,Automatic,17995
Jaguar,2007,99795,Automatic,14995
Chevrolet,2009,109235,Automatic,14991
Mercedes-Benz,2017,40127,Automatic,39993
Pontiac,2002,156877,Automatic,8700
Land,2004,201125,Automatic,2499
FIAT,2014,90606,Automatic,9990
Subaru,2013,134224,Automatic,12995
Cadillac,2008,116226,Automatic,19997
Cadillac,1995,1031,Automatic,6999
Ford,2013,195313,Automatic,10995
Hummer,2006,182667,Automatic,14999
Chevrolet,2019,15931,CVT,12995
Nissan,2006,187017,Automatic,6950
Alfa,2018,43871,Automatic,27994
Buick,2018,31118,Automatic,23988
Hyundai,2019,38079,Automatic,30988
Dodge,2006,25744,Manual,24900
Chevrolet,2004,68627,Automatic,20495
Ford,2011,24776,Automatic,5990
Chevrolet,2014,159902,Automatic,6497
Buick,2007,127103,Automatic,5995
Porsche,2013,78828,Automatic,28993
Land,2018,52305,Automatic,49995
Ford,2019,36766,Automatic,24498
Lexus,2018,3888,Automatic,54005
Buick,2018,35284,Automatic,22488
Chevrolet,2018,7398,Automatic,15977
MINI,2012,22378,Automatic,5500
Hyundai,2018,861,Automatic,15495
Pontiac,2004,5646,Manual,14750
Acura,2012,121945,Automatic,18555
Hyundai,2013,8988,Automatic,9495
Chrysler,2008,135331,Automatic,2795
Chrysler,2011,203476,Automatic,6550
Ford,2014,84027,Automatic,7895
Cadillac,2005,118278,Automatic,5995
Honda,2019,22187,Automatic,28515
Ford,2018,59227,Automatic,19500
Kia,2019,69502,Automatic,10950
Ford,2017,29528,CVT,16685
Hummer,2005,141565,Automatic,21943
Mercury,2008,101669,Automatic,7988
Mercedes-Benz,2020,37007,Automatic,39990
Nissan,2019,41834,Automatic,33990
MINI,2016,39408,Manual,15900
Audi,2016,38246,Automatic,21927
Lincoln,2018,32972,Automatic,58000
Cadillac,2016,42778,Automatic,34998
Toyota,2012,5712,Automatic,11500
Volkswagen,2019,7594,Automatic,23900
Pontiac,2005,41865,Automatic,9950
Genesis,2019,4946,Automatic,51791
Hyundai,2015,33433,Automatic,15475
Chevrolet,2019,9654,CVT,13450
Chrysler,2014,114239,Automatic,10950
Dodge,2016,66984,Manual,6995
Chevrolet,2012,80448,Automatic,5995
Chrysler,2017,35398,Automatic,15999
Land,2015,114186,Automatic,23411
Honda,2017,43692,CVT,19988
Chevrolet,2016,56315,Automatic,9925
Chevrolet,2006,223585,Automatic,3995
Nissan,2018,24841,CVT,19699
BMW,2019,8621,Automatic,73950
Lexus,2014,69002,CVT,55950
INFINITI,2006,19308,Automatic,5600
Ford,2008,136511,Automatic,5999
Lexus,2019,3665,Automatic,76575
Dodge,2018,41633,Automatic,14899
Volvo,2017,79193,Automatic,45500
Lincoln,2019,44058,Automatic,65000
BMW,2011,155857,Automatic,8900
Nissan,2018,12901,CVT,10999
Ford,2018,68426,Manual,13969
Ford,2016,9669,Automatic,9164
Buick,2018,10196,Automatic,21200
Audi,2014,108279,Automatic,18100
Chevrolet,2003,90349,Automatic,16099
Mercedes-Benz,2017,38704,Automatic,41900
Rolls-Royce,2019,7966,Automatic,359900
Honda,2018,12346,Automatic,22769
Ford,2004,217674,Automatic,15997
FIAT,2016,52011,Automatic,15990
Land,2016,85637,Automatic,32490
Ford,2017,10259,Manual,4977
Kia,2016,126381,Automatic,12571
Buick,2007,155312,Automatic,999
Chevrolet,2012,17634,Automatic,1900
Jaguar,2015,8212,Automatic,14899
Hyundai,2015,10337,Automatic,12999
Hyundai,2015,50653,Automatic,9499
Land,2015,71663,Automatic,31900
Toyota,2012,62973,Automatic,16500
BMW,2017,4077,Automatic,25250
Volkswagen,2019,17911,Automatic,25995
Chrysler,2005,155072,Automatic,3450
Mercedes-Benz,2017,52761,Automatic,34998
INFINITI,2013,130971,Automatic,14991
Maserati,2017,7469,Automatic,38981
FIAT,2012,51963,Automatic,6495
Cadillac,2011,116447,Automatic,14695
Audi,2019,17913,Automatic,65890
Lexus,2016,35857,Automatic,52200
Scion,2013,8464,Manual,11999
Honda,2019,31586,Automatic,34000
Nissan,2018,45052,CVT,14950
MINI,2017,28962,Other/Unknown,9800
Chrysler,2006,5263,Automatic,8695
Toyota,2017,7505,Automatic,18600
Porsche,2016,34146,Automatic,44899
Ford,2019,19622,Automatic,13995
Ferrari,2012,33002,Manual,157975
Saturn,2007,75218,Automatic,7950
Toyota,2018,28466,Automatic,24350
Chrysler,2002,98149,Automatic,2300
Dodge,2015,114934,Automatic,6500
Pontiac,2007,178073,Automatic,2499
Ford,2005,696697,Manual,298900
Kia,2015,8304,Automatic,11495
BMW,2018,16875,Automatic,21900
INFINITI,2013,137233,Automatic,13900
Toyota,2017,17905,CVT,14995
INFINITI,1999,131841,Automatic,3900
Nissan,2005,257049,Automatic,3977
Ford,2010,190856,Automatic,16999
Nissan,2012,159956,CVT,7985
Land,2016,70949,Automatic,25900
Genesis,2019,19969,Automatic,39940
Lotus,2007,18906,Manual,39900
Alfa,2018,57157,Automatic,27990
Chrysler,2017,17322,Automatic,30950
Aston,2016,28111,Automatic,92777
Nissan,2018,41861,CVT,15999
Volkswagen,2008,145267,Automatic,5990
Toyota,2016,58124,CVT,18490
Audi,2017,36894,Automatic,30999
Porsche,2016,75304,Automatic,37954
Toyota,2019,1609,Automatic,13850
FIAT,2016,37536,Automatic,12998
Dodge,2012,142279,Automatic,4992
Ford,2017,21554,CVT,16179
Volvo,2016,45726,Automatic,34598
Ford,2018,10153,Automatic,18587
Lexus,2018,16436,Automatic,66689
Ford,2014,73095,Manual,12465
Pontiac,2009,154464,Automatic,5995
Audi,2018,20164,Automatic,38388
Chevrolet,2015,89933,Automatic,11900
Pontiac,2006,12892,Other/Unknown,12900
GMC,2017,13865,Automatic,25995
Nissan,2016,74981,CVT,13995
Lincoln,2017,62751,Automatic,22950
Chrysler,2002,195677,Automatic,1981
Kia,2014,111338,Automatic,9888
Subaru,2018,39908,Manual,16299
Honda,2018,11062,Automatic,24399
Ford,2013,97361,Automatic,15975
Dodge,2015,141355,Other/Unknown,6988
Nissan,2017,24457,Manual,19599
Audi,2013,132662,Automatic,15997
Toyota,2015,4819,Automatic,17900
Nissan,2017,18399,CVT,10859
Nissan,2017,56296,Automatic,25400
Jeep,2015,105655,Automatic,17900
Chevrolet,2019,27157,Automatic,14490
Dodge,2008,166951,CVT,4700
Toyota,2019,16074,CVT,13250
Ford,2016,34082,Manual,12500
INFINITI,2016,27535,Automatic,21179
Jeep,2016,68822,Automatic,17989
Jeep,2006,143201,Automatic,7900
Jeep,2018,17742,Automatic,45999
Audi,2013,107145,Automatic,29777
Buick,2016,63293,Automatic,10379
Jaguar,2005,46231,Automatic,6498
Mazda,2017,11041,Manual,23333
Hummer,2009,202734,Automanual,28900
Honda,2019,2898,Automatic,28899
Bentley,2006,34814,Automatic,39990
Cadillac,1966,131388,Automatic,33990
Lexus,2011,57284,CVT,27800
Audi,2014,121465,Automatic,15988
Mercedes-Benz,2019,4965,Automatic,69900
Subaru,2014,11859,Manual,16000
Audi,2017,28624,Automatic,67695
Kia,2019,12737,Automatic,42976
Lexus,2003,162593,Automatic,12499
Cadillac,2019,16626,Automatic,27533
Ford,2015,91538,Automatic,12999
Lincoln,2019,26016,Automatic,29980
Nissan,2012,112419,Automatic,4988
Lincoln,2019,843,Automatic,34450
Mercedes-Benz,2019,14716,Automatic,135999
Porsche,2016,9156,Automatic,32999
BMW,2015,65951,Automatic,12900
Mitsubishi,2012,138963,Automatic,6995
Pontiac,1987,80928,Automatic,9991
Chevrolet,2013,71461,Automatic,5950
Nissan,2018,30571,CVT,6950
Nissan,2017,71634,CVT,21900
Nissan,2014,150252,CVT,11944
Jeep,2006,263298,Automatic,5793
Nissan,2015,142966,Automatic,11993
Ford,2002,4096,Automatic,15966
Jaguar,2015,38442,Automatic,24966
Jaguar,2011,205928,Automatic,9987
Ford,2015,109957,Automatic,11498
Toyota,2015,118876,CVT,8488
Mazda,2017,567977,Automatic,18000
Cadillac,2009,35894,Automatic,12995
Saturn,2009,159497,Automatic,5588
BMW,2002,24341,Manual,17900
Hyundai,2018,52453,Automatic,11899
Hummer,2009,131079,Automatic,19298
Hyundai,2014,74429,Manual,11995
Hyundai,2016,64794,Automatic,23980
Hyundai,2010,188124,Automatic,5899
Volkswagen,2018,53914,Automatic,11995
GMC,2019,11662,Automatic,19495
RAM,2018,2961,Automatic,24548
Cadillac,2006,173072,Automatic,5495
Hyundai,2019,10309,Automatic,12995
Pontiac,2005,124546,Automatic,3995
Hyundai,2007,124345,Automatic,4995
Honda,2012,91826,Automatic,10900
Ford,2017,87192,Manual,14985
Cadillac,2006,92075,Automatic,8000
Ford,2015,120675,Automatic,9500
Nissan,2019,40225,Automatic,26500
Chevrolet,2017,39794,Automatic,10995
Ford,2018,18349,Automatic,10900
MINI,2007,140895,Automatic,4995
Mercedes-Benz,2018,32344,Automatic,32995
smart,2013,114157,Automatic,5950
Saturn,2008,195666,Automatic,4500
Dodge,2007,19688,Automatic,5927
Bentley,2015,48317,Automatic,89888
Acura,2016,71481,Automatic,14990
Land,2017,77636,Automatic,36900
Alfa,2018,38125,Automatic,26894
Mazda,2009,238023,Manual,4995
Chrysler,2017,26991,Automatic,18960
INFINITI,2004,231191,Automatic,4999
Subaru,2008,174243,Manual,10900
Subaru,2019,27153,CVT,27799
Chevrolet,2015,95557,Automatic,9500
Honda,2014,9654,Automatic,14950
Volvo,2015,6906,Automatic,18495
Chevrolet,2016,7102,Automatic,7995
Chrysler,2013,248859,Automatic,3995
Buick,2010,104371,Automatic,6995
Mitsubishi,2015,76376,CVT,8999
GMC,2018,17678,Automatic,44979
Honda,2017,29916,CVT,15499
Ford,2001,170932,Automatic,7988
FIAT,2014,86403,Manual,10500
Acura,2019,293,Automatic,19889
Chevrolet,2017,24898,Automatic,10990
GMC,2017,96522,Automatic,28000
Toyota,1994,141125,Other/Unknown,49995
Dodge,2016,23168,Automatic,13899
Ford,2015,1841,Automatic,20689
Chevrolet,2017,51237,Automatic,34500
Toyota,2017,82966,Automatic,19999
Nissan,2017,179,CVT,13999
Tesla,2018,12962,Automatic,35995
Acura,2017,47187,Automatic,19795
Subaru,2016,47733,CVT,16995
Audi,2005,246177,Automatic,4990
Hyundai,2014,96123,Automatic,15999
Kia,2016,45309,Automatic,22900
Audi,2007,189249,Manual,21950
Nissan,2017,88558,CVT,13999
Land,2008,209778,Automatic,5998
Land,2018,40305,Automatic,45799
INFINITI,2016,61049,Automatic,24999
FIAT,2017,22735,Manual,14492
Dodge,2011,9683,Automatic,12590
Dodge,2017,189329,Automatic,8999
Honda,2016,64119,CVT,14500
Hummer,2007,198362,Automatic,17900
Acura,2008,83839,Automatic,9700
Cadillac,2015,58878,Automatic,15991
Genesis,2018,24779,Automatic,32995
Jeep,2017,46225,CVT,13999
BMW,2016,73777,Automatic,22997
BMW,2013,83937,Automatic,8500
Chevrolet,2014,105695,Automatic,7998
Maserati,2017,20402,Automatic,43999
GMC,2003,192734,Automatic,1999
Kia,2010,199288,Automatic,1999
BMW,2006,163156,Automatic,2999
Acura,2008,162134,Automatic,8990
Hyundai,2018,2315,Automatic,19204
Hyundai,2017,56148,Automatic,14999
Nissan,2016,67956,CVT,9799
Chevrolet,2015,137822,Automatic,13500
Hummer,2007,208739,Automatic,13899
Maserati,2008,41375,Automatic,25995
Subaru,2015,71666,CVT,10950
Nissan,2012,153769,CVT,3650
Kia,2017,54767,Automatic,11995
FIAT,2016,111021,Automatic,8650
Chevrolet,2000,207627,Automatic,4995
Buick,1989,91517,Automatic,7950
Saturn,2008,81316,Manual,12175
Aston,2015,12998,Automatic,93888
Ford,2013,115373,Automatic,5995
Nissan,2016,37007,CVT,12950
INFINITI,2016,51123,Automatic,27991
Cadillac,1989,79481,Automatic,4875
Audi,2016,5656,Automatic,23599
Saturn,2008,67578,Automatic,6100
Jeep,2014,10514,Automatic,15991
Jeep,2012,202324,Automatic,7903
Pontiac,2008,229871,Automatic,3990
Honda,2019,27359,Automatic,23500
Volkswagen,2014,86553,Automatic,10000
Oldsmobile,1998,156073,Automatic,5199
Mazda,2007,179178,Automatic,4995
Mitsubishi,2015,68627,Manual,6000
BMW,2013,103195,Automatic,22551
Subaru,2013,13458,Manual,12495
Nissan,2010,26121,Automatic,56999
Buick,2017,33073,Automatic,19977
Scion,2009,82622,Automatic,5899
Toyota,1994,102209,Manual,8995
Bentley,2018,56886,Automatic,145900
Lexus,2017,43749,Automatic,56995
Ford,2019,38342,Automatic,32995
Mercury,2007,18759,Automatic,3742
Cadillac,2016,47818,Automatic,29942
Jaguar,2007,90445,Automatic,16977
Mercedes-Benz,2019,1632,Automatic,159939
Mercedes-Benz,2019,30571,Automatic,23900
Toyota,2015,99045,Automatic,12995
Volkswagen,2019,14648,Automatic,35373
Lincoln,2019,17784,CVT,24964
Mercedes-Benz,2017,2201,Automatic,27800
Maserati,2017,85829,Automatic,33888
Buick,2017,59239,Automatic,23495
Ford,2011,84083,Automatic,16988
Ford,2015,105417,Automatic,20500
Kia,2019,27728,Automatic,40012
MINI,2017,57988,Automatic,16390
Dodge,2017,61615,Automatic,14493
Dodge,2015,77971,Automatic,13500
Ferrari,2010,78664,Automatic,77890
Nissan,2016,4493,CVT,14950
Kia,2013,85726,Automatic,7995
Chevrolet,2016,6566,Automatic,11995
Ford,2014,103443,CVT,9800
Kia,2015,79964,Automatic,9499
Subaru,2019,18994,CVT,17679
Subaru,2019,22634,CVT,25699
Toyota,2013,143106,Automatic,5950
Chevrolet,2018,2659,Automatic,10900
Chevrolet,2018,45409,Automatic,9990
Cadillac,2012,172945,Automatic,21950
Honda,1995,191471,Manual,4488
Dodge,2015,82503,Automatic,12000
Buick,2018,10909,Automatic,14279
Lexus,2015,74117,CVT,12950
Buick,2018,971836,Automatic,25879
Volkswagen,2008,171915,Automatic,4999
Audi,2016,6022,Automatic,13500
Mazda,2016,3492,Automatic,12299
Nissan,2018,10611,CVT,11999
Jaguar,2017,25987,Automatic,26992
BMW,2013,7651,Automatic,10779
Chrysler,2018,14467,Automatic,27919
Hyundai,2016,51128,Manual,15999
Jeep,2007,160905,Automatic,5999
Chevrolet,2011,130065,Automatic,14799
Lexus,2004,132522,Automatic,23650
Honda,2012,97232,Automatic,8995
Dodge,2018,50527,Automatic,13599
Honda,2015,71094,CVT,11788
Nissan,2014,9496,Automatic,23761
Chrysler,2008,145513,Automatic,6980
Lexus,2018,25199,Automatic,62888
INFINITI,2012,68103,Automatic,18888
Cadillac,2014,9482,Automatic,13291
Volkswagen,2019,13866,Automatic,34677
Hyundai,2015,109237,Automatic,8990
Hyundai,2019,40869,Automatic,13770
Honda,2010,179865,Automatic,4000
Nissan,2008,140575,CVT,3900
Subaru,2012,148762,Manual,14995
GMC,2019,33414,Automatic,16995
Nissan,2015,30925,Automatic,44000
Chevrolet,2018,63591,Automatic,27496
Hyundai,2015,68954,Automatic,16995
INFINITI,2018,23915,Automatic,37221
Hyundai,2019,584067,Automatic,34990
Lexus,2018,28684,Automatic,63622
Nissan,2014,122313,CVT,7550
Lincoln,2019,39084,Automatic,32710
Chrysler,2005,7496,Automatic,11990
Dodge,2006,123801,Automatic,6350
Ford,2016,54553,Automatic,5995
Dodge,2016,91901,Manual,7991
Chrysler,2015,49425,Automatic,13999
Mercedes-Benz,2002,190866,Automatic,27500
Toyota,2013,88069,CVT,14500
Hyundai,2013,5543,Automatic,7250
Lexus,2003,126628,Manual,17500
Hyundai,2006,102361,Automatic,6495
Honda,2013,85715,Automatic,16995
Lexus,2010,88012,Automatic,23995
Honda,2011,90244,Automatic,17899
Jaguar,2012,75261,Automatic,19995
Chevrolet,2005,433891,Automatic,500
Chrysler,2005,108897,Automatic,12499
Subaru,2015,90678,CVT,8995
Acura,2017,22808,Automatic,115000
Cadillac,2020,143201,Automatic,38997
Mitsubishi,2015,38198,Manual,5900
Lincoln,2018,34087,Automatic,49900
Dodge,2014,163231,Automatic,7500
Mercedes-Benz,2019,2125,Automatic,138641
Ferrari,2007,13035,Automatic,99000
Chrysler,2004,60928,Manual,8999
Chevrolet,2016,73612,Automatic,9999
Nissan,2013,122654,CVT,5995
Lexus,2018,58051,Automatic,61777
Subaru,2005,231696,Automatic,9850
Chrysler,2009,210158,Automatic,3995
BMW,2015,34769,Automatic,59950
Bentley,2019,4969,Automatic,157995
Land,2010,173035,Automatic,3700
Chrysler,2010,90942,Automatic,4900
Alfa,2015,12824,Automatic,41900
Nissan,2016,118817,CVT,9495
Ford,2016,53676,Automatic,17900
Nissan,2018,41277,CVT,16899
Acura,2004,138286,Manual,10990
Oldsmobile,2001,97644,Automatic,3250
Oldsmobile,1986,132249,Automatic,12900
Saturn,2008,148477,Automatic,7995
Hummer,2005,211629,Automatic,21991
Toyota,2019,9446,Automatic,31995
GMC,2017,58379,Automatic,42681
Toyota,2009,84365,Automatic,7250
INFINITI,2008,180657,Automatic,8995
Mercedes-Benz,2017,2855,Automatic,20900
Lexus,2007,220949,Automatic,11221
Nissan,2013,12053,Automatic,16995
Honda,2010,42038,Automatic,6495
Kia,2015,78048,Automatic,8995
Nissan,2018,21646,CVT,21799
Subaru,2005,1727,Manual,9581
Dodge,2018,27981,Automatic,18739
Volvo,2019,25295,Automatic,35900
Ford,2002,225292,Automatic,9988
smart,2008,96368,Manual,4998
Audi,2011,5562,Automatic,21917
Volvo,2016,31363,Automatic,34877
Nissan,2019,24764,CVT,11990
Honda,2013,91855,Automatic,9900
Jeep,2017,80854,Automatic,11999
Ford,2018,23841,Automatic,10389
GMC,2012,13229,Automatic,13997
Chevrolet,2017,85893,Automatic,27492
Mercedes-Benz,2017,41408,Automatic,36499
BMW,2016,50823,Automatic,31999
Jeep,2019,7218,Automatic,20195
Chevrolet,2019,17804,Automatic,17895
INFINITI,2016,61683,Automatic,17895
Jaguar,2017,45066,Automatic,18949
Honda,2018,16088,CVT,12899
Lamborghini,2007,20917,Automatic,145000
Chrysler,2008,230195,Automatic,6999
FIAT,2017,4538,Automatic,6938
Nissan,2013,136506,CVT,8995
Chrysler,2010,89158,Automatic,8999
Hyundai,2012,73506,Automatic,15990
INFINITI,2008,185748,Automatic,7998
Porsche,2017,40761,Automatic,49994
FIAT,2018,46661,Automatic,18995
Subaru,2011,200366,Manual,9995
Buick,2019,20986,Automatic,29998
Hummer,2007,160123,Automatic,13787
Buick,2007,92633,Automatic,6800
Jeep,2017,69853,CVT,8995
Nissan,2018,32164,Automatic,10995
GMC,2018,33189,Automatic,20999
Toyota,2019,37792,CVT,15780
Dodge,2012,14225,Automatic,2999
Nissan,2011,182876,CVT,2999
Cadillac,2019,1137563,Automatic,30998
Maserati,2018,22175,Automatic,47999
Nissan,2016,98242,CVT,12899
Volkswagen,2005,156853,Automatic,4585
Volkswagen,2011,139035,Automatic,5981
Hyundai,2013,104783,Automatic,16973
Toyota,2008,271993,Automatic,5000
Ford,2017,90909,Automatic,11995
smart,2008,77053,Automatic,5900
Suzuki,2008,154762,Automatic,3850
Lexus,2018,46529,Automatic,65589
Nissan,2018,44704,Automatic,10800
Honda,2018,8877,Manual,31968
Nissan,2009,219257,CVT,4450
Genesis,2017,35141,Automatic,38590
Hyundai,2015,51488,Automatic,23500
Acura,2019,23636,Automatic,32995
Buick,2006,131777,Automatic,2800
Toyota,2005,242959,Automatic,11000
Mercedes-Benz,2011,154055,Automatic,13497
Chevrolet,2018,91713,Automatic,7950
Nissan,2018,40402,Automatic,16900
Chevrolet,2004,80929,Automatic,17997
Chevrolet,2017,27353,Automatic,9500
Cadillac,2017,62765,Automatic,39500
Audi,2019,1236,Automatic,54995
Nissan,2018,20064,CVT,15900
Kia,2014,74741,Automatic,7499
Bentley,2017,45839,Automatic,128999
Chevrolet,2017,67285,Automatic,36997
BMW,2020,19775,Automatic,64995
Mercedes-Benz,2011,98865,Automatic,14293
Chrysler,2009,164091,Automatic,5989
Lincoln,2017,39067,Automatic,24735
Jaguar,2015,100318,Automatic,24900
Honda,2018,15918,Automatic,23900
Jeep,2010,295652,Automatic,4995
Mercedes-Benz,2019,1014,Automatic,24995
Chevrolet,2017,20711,Automatic,14900
INFINITI,2019,23316,Automatic,42998
Maserati,2011,33055,Automatic,23999
Volkswagen,2009,156969,Automatic,3995
Mercury,2008,71121,Automatic,7942
Ford,2002,117328,Automatic,22995
Honda,2012,72835,Automatic,11897
Ford,2015,53475,Automatic,8990
Subaru,2018,30027,CVT,16995
Pontiac,2005,152371,Manual,12995
Nissan,2008,16975,Automanual,7950
Audi,2015,45914,Automatic,56977
Volkswagen,2018,6878,Automatic,14999
Cadillac,2010,159291,Automatic,6995
Chevrolet,2018,78761,Automatic,13255
Ford,2018,45482,Automatic,14675
Hummer,2007,6664,Automatic,14800
Mercedes-Benz,2011,137425,Automatic,14777
Chevrolet,2007,159846,Automatic,10900
Subaru,2019,27342,CVT,33998
Chrysler,2016,82876,Automatic,16499
Lexus,2014,5549,Automatic,14995
Honda,2017,29966,Automatic,14950
Ford,2019,58053,Automatic,46950
Hyundai,2016,82987,Automatic,10995
Ford,2005,116767,Automatic,19995
Ford,2015,1725,Other/Unknown,10950
Chevrolet,2012,89782,Automatic,16988
Ford,2000,21423,Automatic,8337
Nissan,2015,73959,CVT,11990
Cadillac,2017,5836,Automatic,24789
Chevrolet,2016,154643,Automatic,7891
Hummer,2009,211236,Manual,12900
MINI,2019,4039,Automatic,28799
Ford,2017,96974,Automatic,25492
Toyota,2015,139584,Automatic,11999
Kia,2011,195114,Automatic,6777
Maserati,2016,36487,Automatic,31695
Hyundai,2014,110538,Automatic,9995
Honda,2019,814,Automatic,26779
Subaru,2017,43334,CVT,13199
Hyundai,2017,60215,Automatic,9589
Chevrolet,2017,33886,Automatic,15759
Mazda,2013,72405,Automatic,9999
Mazda,2008,72175,Manual,10490
Hyundai,2016,94312,Automatic,22994
Audi,2017,13195,Automatic,45990
Audi,2017,43803,Automatic,30500
Mitsubishi,2007,125471,Manual,4499
Chevrolet,2017,16452,Automatic,12599
Chevrolet,2015,78037,Automatic,15995
Audi,2019,5039,Automanual,66555
Dodge,2000,263223,Automatic,3990
Maserati,2017,53575,Automatic,36880
Mazda,2016,103727,Automatic,22484
Ford,2005,133711,Automatic,8900
Mercury,2005,164277,Automatic,3654
Bentley,2018,22571,Automatic,138900
Volkswagen,2019,6327,Automatic,11900
Bentley,2019,20507,Automatic,159888
Cadillac,2016,70297,Automatic,18397
Ferrari,2014,7823,Automatic,234500
FIAT,2016,33955,Automatic,10000
Hyundai,2019,7012,Automatic,24950
Chevrolet,2003,229104,Automatic,12990
Buick,2017,49054,Automatic,13499
Nissan,2017,60751,CVT,13999
Ford,2017,53684,Automatic,17401
Honda,2015,120376,CVT,8998
Ford,2005,277012,Automatic,19998
INFINITI,2017,47488,Automatic,29495
Lincoln,2017,45412,Automatic,22999
Land,2015,131542,Automatic,23990
Hyundai,2011,119562,Automatic,4999
Subaru,2006,250457,Automatic,9500
Hummer,2003,205194,Automatic,15750
Audi,2014,137053,Automatic,9000
Nissan,2017,50087,Automatic,28000
Audi,2014,77597,Automatic,32990
Cadillac,2019,20241,Automatic,26995
Volkswagen,2018,24489,Manual,31981
Honda,2011,205212,Automatic,9999
Ford,2017,31726,Manual,29888
Nissan,2014,130874,CVT,5977
Ford,2019,27961,Automatic,24640
Nissan,2014,94122,CVT,9499
Rolls-Royce,2017,8621,Automatic,223000
Buick,2002,172908,Automatic,3200
BMW,2008,103433,Automatic,14990
Audi,2009,34933,Automatic,69995
Aston,2007,63938,Manual,31993
Cadillac,2011,116186,Automatic,7997
Chevrolet,2015,52645,Automatic,26990
Buick,2018,25026,Automatic,21890
Hummer,2006,15909,Manual,9995
Nissan,2015,153952,CVT,5899
Nissan,2012,175848,CVT,6995
GMC,2018,29396,Automatic,17973
Nissan,1993,49263,Manual,15995
Jaguar,2000,141592,Automatic,7500
Honda,2016,4789,Automatic,21600
GMC,2016,55673,Automatic,19000
GMC,2017,43683,Automatic,39495
BMW,2017,89298,Automatic,48800
INFINITI,2014,89736,Automatic,16495
Hyundai,2008,163737,Automatic,5390
Pontiac,2004,73343,Other/Unknown,12584
Ford,2019,62616,Automatic,19888
Chevrolet,2018,16891,Automatic,21950
Volvo,2015,9367,Automatic,19650
Cadillac,2007,111974,Automatic,16450
Hyundai,2014,145532,Automatic,6148
Chrysler,2015,103616,Automatic,9995
Mercedes-Benz,2015,90426,Automatic,14995
Toyota,2018,43234,Automatic,21054
Chevrolet,2019,817372,Automatic,33398
Volvo,2020,5234,Automatic,64738
Acura,2017,10727,Automatic,19997
Ford,2010,188761,Automatic,10995
Volkswagen,2018,25199,Automatic,28950
Subaru,2013,98701,Manual,14950
Ford,2008,114538,Automatic,6995
Mazda,2013,74773,Automatic,7995
Chevrolet,2016,67702,Automatic,10999
Hyundai,2019,18491,Automatic,26766
Jeep,2014,97042,Automatic,13990
GMC,2003,201579,Automatic,6990
Hyundai,2019,10669,Automatic,13995
Honda,2019,46661,CVT,16995
Nissan,2017,4047,CVT,8450
Buick,2019,11973,Automatic,27989
Audi,2008,10909,Automanual,12900
Ford,2010,142944,Automatic,14999
Dodge,2008,195918,Manual,7991
Chrysler,2017,11195,Automatic,18199
Ford,2015,204597,Automatic,13677
Mercedes-Benz,2018,20273,Automatic,40150
Mercedes-Benz,2019,10459,Automatic,150888
Land,2018,47511,Automatic,45860
Chevrolet,2018,20111,Automatic,9990
Toyota,2017,3558,CVT,9900
Lexus,2018,20721,CVT,31981
Ford,2017,94994,Automatic,17000
GMC,2019,4991,Automatic,25600
Chevrolet,2015,110974,Automatic,24289
INFINITI,2013,82059,Automatic,8990
Lexus,2006,271311,Automatic,4999
Ford,2015,182459,Automatic,8999
Nissan,1996,134463,Automatic,13888
Ford,2012,136179,Automatic,8999
Fisker,2012,25213,Automatic,34975
Chrysler,2011,147214,Automatic,9980
smart,2015,3896,Automatic,8990
Lexus,2016,54222,Automatic,24000
Hyundai,2013,128881,Automatic,9950
Porsche,2019,4431,Automatic,79999
Acura,2009,86283,Automatic,8999
BMW,2014,8918,Automatic,18891
Scion,2015,87155,Automatic,12597
Genesis,2017,35141,Automatic,38990
Maserati,2015,56262,Automatic,35498
Honda,2017,54463,CVT,15999
MINI,2015,60468,Automatic,13910
Chevrolet,2016,162694,Automatic,7995
Cadillac,2009,135616,Automatic,7499
INFINITI,2016,78131,Automatic,23999
BMW,2017,19689,Automatic,36260
Chevrolet,2003,79806,Automatic,18996
Acura,2013,93702,Automatic,13999
Lincoln,2016,98246,Automatic,20995
Ford,2017,28835,Automatic,18499
Subaru,2003,244879,Automatic,6000
Volvo,2018,48305,Automatic,22997
Ford,2018,86188,Automatic,39972
Mercury,2005,268513,Automatic,3655
Chevrolet,2010,70938,Manual,5516
Jaguar,2012,110789,Automatic,12499
Subaru,2017,6119,CVT,21487
Nissan,2016,88823,CVT,11895
FIAT,2016,33955,Automatic,10000
Mazda,2004,136956,Automatic,5300
Jeep,2010,160255,Automatic,8449
Hummer,2003,22819,Automatic,8750
Chevrolet,2015,48453,Automatic,10979
